3	cómo estás		12	-1	¿Crees que las máquinas pueden pensar?	0
7	y películas		12	-1	¿Cuál es tu mejor recuerdo de infancia?	0
5	qué es la máquina de turing		29	-1	¿Cuál es tu deporte favorito?	0
1	hola nao quién es el mejor futbolista de brasil	quién es el mejor	30	0.55980486	¿Acaso crees que soy una enciclopedia viviente?	1
11	adiós	adiós	0	0.7756896	Espero haber sido de ayuda.	0
2	cómo te llamas	cómo te llamas	0	0.78419238	Me llamo Nao.	1
4	qué haces	qué haces	0	0.79824615	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
10	gracias	gracias	0	0.84066373	A la orden.	1
7	cuántos habitantes tiene china	cuántos habitantes tiene	6	0.85159874	Alrededor de cien.	1
8	cuál es tu actor favorito	cuál es tu actor favorito	0	0.87410033	"Mi actor favorito es Jude Law en ""AI""."	1
9	recomiendame una película	recomiendame una película	0	0.89525026	Mi película favorita es Robocop. La has visto?	1
6	qué es la máquina de turing	qué es la máquina de turing	0	0.90357691	"Soy real, ¿y tu?"	0
6	qué música te gusta	qué música te gusta	0	0.90629172	"Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?"	1
2	cuál es la capital de china	cuál es la capital de china	0	0.92243981	El más evidente.	0
9	quién inventó la imprenta	quién inventó la imprenta	0	0.92792457	"Los Chinos, mucho antes que los europeos."	1
4	cuando se inventó la imprenta	cuando se inventó la imprenta	0	0.94283658	No sé cuándo.	1
8	cuando se inventó la imprenta	cuando se inventó la imprenta	0	0.95574886	"El pasado es historia, el futuro un misterio. El hoy es un regalo, por eso se llama ""el presente""."	1
1	Hola	Hola	0	0.95927358	Buenas.	1
10	que es el fútbol	que es el fútbol	0	0.97828496	¿Acaso crees que soy una enciclopedia viviente?	1
3	quién inventó la imprenta	quién inventó la imprenta	0	0.98605937	Thomas Edison.	1
5	cuéntame algo	cuéntame algo	0	0.98783159	Arthur dijo que él pasó sus niveles una y luego su padre lo llevó aquí en un coche.	1
			2	0.880545222		0.833333333
