1	hola cómo estás	hola cómo estás	0	0.67319995	"Hola, ¿cómo va todo? Muy bien, ¿en qué puedo ayudarte?"	1
2	como te llamas		14	-1	¿Crees que las máquinas pueden pensar?	0
3	no		2	-1	¿Dónde fuiste de vacaciones la última vez?	0
4	a la playa		10	-1	¿Cúal es tu actor favorito?	0
5	cómo te llamas		15	-1	¿Cúal es tu actor favorito?	0
6	qué haces	qué haces	0	0.76933253	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
7	cómo te llamas		15	-1	¿Dónde te gustaría ir de vacaciones?	0
8	cuéntame algo	cuéntame algo	0	0.98001736	"Su dijo que le importa si le digo a la gente que su dijo que escuchó de él, porque él no es un él."	1
9	qué música te gusta		21	-1	¿Crees que hay vida después de la muerte?	0
10	qué música te gusta	música te gusta	5	0.98001736	Me encantan las canciones de Daft Punk.	1
11	y películas	películas	2	0.83964676	A mi me encanta el cine.	1
12	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	"Mi actor favorito es Peter Weller en ""Robocop""."	1
13	recomiéndame una película		27	-1	¿Cuál es tu deporte favorito?	0
14	adiós	adiós	0	0.79367107	Espero verte de nuevo.	1
1	cuál es tu deporte favorito	cuál es tu deporte favorito	0	0.93554485	Me gustan los deportes personales como el patinaje.	1
2	qué geografía te gusta		24	-1	"Cuentame, ¿Que hay de nuevo?"	0
3	dime algún invento innovador	dime algún invento innova	3	0.94067383	¿Quieres algo en especial? Repite porfavor	1
4	inteligencia artificial	inteligencia artificial	0	0.98001736	La Inteligencia Artificial es una rama de investigación que engloba varias áreas.	1
5	un robot es inteligente		23	-1	¿Cuál es tu color favorito?	0
6	cuál es tu color favorito	cuál es tu color favorito	0	0.98001736	¿Cuál es tu color favorito?	0
7	cuántos años tienes tú	cuántos años tienes tú	0	0.97779751	"Tengo 2 años, ¿y tú?"	1
8	qué deporte prácticas	qué deporte prácticas	0	0.97666401	Qué crees?	0
9	cuál país te gusta	cuál país te gusta	0	0.96727705	"El primero  uno, creo."	0
10	adiós	adiós	0	0.61338973	Espero verte de nuevo.	1
			6.708333333	0.182803504		0.5
