1	Hola	Hola	0	0.95918983	"Saludos, ¿en qué puedo ayudarte?"	1
2	como estás		11	-1	¿Cúal es tu actriz favorita?	0
3	como te llamas	se llama	7	0.88595223	¿Cómo?	1
4	que haces		9	-1	¿Cúal es tu actor favorito?	0
5	Keanu Reeves	Keanu Reeves	0	0.85822678	Repite porfavor	1
6	cómo te llamas	cómo te llamas	0	0.96573704	Me llamo Nao.	1
7	cómo estás	cómo estás	0	0.84093773	"Yo estoy bien, ¿qué tal tú?"	1
8	qué haces	qué haces	0	0.93604219	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
9	cuéntame algo	cuéntame algo	0	0.98001736	Crystal dijo que me escucha lo menos que podía hacer por él es escuchar a él.	1
10	que música te gusta		20	-1	¿Cuál es tu película favorita?	0
11	y películas		12	-1	¿Crees que las máquinas son inteligentes?	0
12	a su manera	a su manera	0	0.98001736	Repite porfavor	1
13	a su manera	asu manera	1	0.89154106	"No he escuchado bien, podrias repetir lo que haz dicho."	1
14	que música te gusta		20	-1	¿Dónde te gustaría ir de vacaciones?	0
15	a Hawaii	Hawaii	2	0.86624306	Repite porfavor	1
16	y peliculas	ipeliculas	2	0.6847254	Repite porfavor	1
17	cuál es tu actor favorito		26	-1	¿Cuál es tu color favorito?	0
18	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	"Mi actor favorito es Robin Williams en ""El Hombre Bicentenario""."	1
19	recomiendame una pelicula		25	-1	¿Dónde te gustaría ir de vacaciones?	0
20	adiós	adiós	0	0.92200613	Espero verte de nuevo.	1
1	quién es Alan Turing	quién es Alan Turing	0	0.94652909	Una figura brillante y trágica en la historia de las ciencias de la computación.	1
2	que sabes del test de turing		28	-1	¿Crees que las máquinas son inteligentes?	0
3	a veces	ABC	7	0.81917483	Repite porfavor	1
4	creo que las máquinas son inteligentes	creo que las máquinas son inteligentes	0	0.96067053	¿Eso crees?	1
5	tú eres inteligente	tú eres inteligente	0	0.98001736	Tú crees  Soy inteligente.	1
6	qué te gusta de ser robot	qué te gusta de ser root	1	0.94608766	Qué crees?	1
7	no sé dime tú	dime tú	7	0.80225408	Qué crees?	1
			6.592592593	0.340940262		0.703703704
