1	te gusta el fútbol		19	-1	"Cuentame, ¿Que hay de nuevo?"	0
7	inteligencia artificial conoces su historia		43	-1	"Cuentame, ¿Que hay de nuevo?"	0
8	playa gorgona		13	-1	¿Dónde te gustaría ir de vacaciones?	0
1	Hola cómo estás	Hola	13	0.65288132	Hola.	1
8	claro que sí gracias adiós	claro que sí gracias a dios	3	0.74959475	A la orden.	1
5	te voy a hacer otra pregunta	qué voy a hacer otra pregunta	4	0.78146261	Qué crees?	0
2	cómo estás	cómo estás	0	0.80622315	"Yo estoy bien, ¿y tú?"	1
3	que inventos conoces	que inventó	10	0.84079218	¿Que dijiste?	0
4	mas o menos que inventos conoces	Mahou menos que inventó conocí	8	0.87579918	Repite porfavor	1
7	recomiendame una película	recomiendame una película	0	0.87603974	Mi película favorita es Robocop. La has visto?	1
4	cuéntame algo	cuéntame algo	0	0.88947129	Jo dijo que desmontar frases demasiado y no entiendo completamente las preguntas que me pregunte.	1
3	muy bien qué haces	muy bien qué haces	0	0.91093963	Bien.	0
6	háblame de la historia de la inteligencia artificial	háblame de la historia de la inteligencia	11	0.9311071	"No he escuchado bien, podrias repetir lo que haz dicho."	1
6	si y cuál es tu color favorito	y cuál es tu color favorito	3	0.96024227	"Los daltónicos no pueden apreciar algunos colores, pero eso no significa que éstos no existan."	0
2	dónde queda Inglaterra	dónde queda Inglaterra	0	0.96228975	Inglaterra está ubicada en una pequeña isla frente a la costa de Europa.	1
5	qué música te gusta	qué música te gusta	0	0.98001736	"Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?"	1
			4	0.86283541		0.692307692
