7	y películas		12	-1	¿Cuál es tu mejor recuerdo de infancia?	0
8	cuál es tu actor favorito		26	-1	¿Crees que las máquinas pueden pensar?	0
8	conoces a Prince Royce		22	-1	¿Crees que las máquinas son inteligentes?	0
10	gracias	gracias	0	0.7245611	A la orden.	1
11	adiós	adiós	0	0.77555275	Espero haber sido de ayuda.	1
4	qué haces	qué haces	0	0.78813392	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
1	cual es tu equipo favorito	favorito	18	0.79164016	"No he escuchado bien, podrias repetir lo que haz dicho."	1
4	quién inventó la computadora	quién inventó la computadora	0	0.79943955	"Muchas personas han contribuido a ello. Pero debe darsele el credito a Steve Wozniak, quien creó un PC asequible integrada a la plataforma de Apple I."	1
1	hola	hola	0	0.82190698	"Hola, ¿cómo te llamas?"	1
9	adiós	adiós	0	0.83996052	Espero verte de nuevo.	1
3	cómo estás	cómo estás	0	0.84093714	Encantado para ayudarte en todo lo que pueda.	1
5	quién inventó whatsapp	quién inventó whatsapp	0	0.85435319	Linus Torvalds	1
2	cuál es tu comida favorita	cuál es tu comida favorita	0	0.87892836	Me estás preguntando sobre mi comida favorita ?	1
7	conoces a Shakira	conoces a Shakira	0	0.88549751	No lo conozco.	1
9	recomiendame una película	recomiendame una película	0	0.89920324	Mi película favorita es Robocop. La has visto?	1
2	cómo te llamas	cómo te llamas	0	0.90306896	Me llamo Nao.	1
3	dónde se encuentra china	dónde se encuentra china	0	0.91645801	Alguna ubicación específica	0
6	dónde se encuentra Estados Unidos	dónde se encuentra Estados Unidos	0	0.95809019	Dónde crees	1
5	cuéntame algo	cuéntame algo	0	0.98001736	Neal dijo que planeo usar sus comentarios como el chisme en conversaciones posteriores con quién.	1
6	qué música te gusta	qué música te gusta	0	0.98001736	"Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?"	1
			1.058823529	0.861045076		0.941176471
