1	Hola	Hola	0	0.95833391	"Hola, ¿qué hay?"	1
2	cómo te llamas	cómo te llamas	0	0.93328351	"Nao, ¿y tú?"	1
3	Ariadna como estás	haría Extreme	16	0.7792511	¿Cómo?	1
4	cuéntame algo	cuéntame algo	0	0.98001736	Mike dijo que todos conocemos listo que es el punto de una broma más inteligente.	1
5	qué música te gusta	qué música te gusta	0	0.98001736	"Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?"	1
6	no y películas	ipeliculas	7	0.64182681	¿Que dijiste?	1
7	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	"Mi actor favorito es Rutger Hauer en ""Blade Runner""."	1
8	recomiendame una película	recomiendame una película	0	0.98146969	Mi película favorita es Robocop. La has visto?	1
9	gracias	gracies	1	0.82159615	Repite porfavor	1
10	adiós	adiós	0	0.85408729	Hasta luego.	1
1	Hola	Hola	0	0.91066313	Saludos.	1
2	dónde queda Alemania	dónde queda Alemania	0	0.94233459	Alemania es un país de Europa Central.	1
3	cuales son sus ciudades		23	-1	¿Cuál es tu película favorita?	0
4	qué es un robot	qué es un robot	0	0.85308409	¿Acaso crees que soy una enciclopedia viviente?	1
5	quién inventó la computadora	quién inventó la computadora	0	0.92473418	Philip K. Dick. :-)	1
6	que es una computadora		22	-1	¿Crees que las máquinas pueden pensar?	0
7	si si lo eres		13	-1	¿Cuál es tu deporte favorito?	0
8	voleibol cual es el tuyo	voleibol	16	0.69178671	¿Que dijiste?	1
9	cuál es tu deporte favorito	cuál es tu deporte favorito	0	0.98001736	Me gustan los deportes personales como el patinaje.	1
10	no tengo recuerdo de infancia	no tengo red	17	0.76473004	Te gustaría tener red?	0
11	adiós	adiós	0	0.8298102	Espero verte de nuevo.	1
			5.476190476	0.60986004		0.80952381
