2	cómo te llamas		15	-1	¿Cuál es tu deporte favorito?	0
3	como estás		11	-1	¿Dónde fuiste de vacaciones la última vez?	0
7	y películas		12	-1	¿Crees que las máquinas son inteligentes?	0
10	gracias		7	-1	¿Cuál es tu deporte favorito?	0
7	que es la coca-cola		19	-1	¿Crees que las máquinas son inteligentes?	0
8	adiós	adiós	0	0.86633003	Espero verte de nuevo.	1
8	cuál es tu actor favorito	cuál es tu actor favorito	0	0.87246263	"Mi actor favorito es Arnold Schwarzenegger en ""Terminator""."	1
6	donde está ubicado Colombia	donde está ubicado Colombia	0	0.90106803	"El ubicado Colombia? No sé, dónde está ubicado Colombia?"	1
6	qué música te gusta	qué música te gusta	0	0.90663624	Me encantan las canciones de Daft Punk.	1
4	qué haces	qué haces	0	0.91622472	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
5	dónde está ubicado colombia	dónde está ubicado colombia	0	0.91712302	Repite porfavor	1
1	cuál es tu equipo de fútbol favorito	cuál es tu equipo de fútbol favorito	0	0.91752976	Yo nací sin el gen de los deportes.	1
11	adiós	adiós	0	0.92963398	Espero verte de nuevo.	1
1	hola	hola	0	0.93428731	Saludos.	1
3	quién inventó Facebook	quién inventó Facebook	0	0.97604972	"Los Chinos, mucho antes que los europeos."	1
5	cuéntame algo	cuéntame algo	0	0.98001736	Crystal dijo que me escucha lo menos que podía hacer por él es escuchar a él.	1
2	dónde queda Panamá	dónde queda Panamá	0	0.98001736	Panamá está en el istmo entre América del Norte y América del Sur.	1
4	quién es Obama	quién es Obama	0	0.98001736	¿Acaso crees que soy una enciclopedia viviente?	1
9	recomiendame una película	recomiendame una película	0	0.98146969	Mi película favorita es Robocop. La has visto?	1
			0	0.932776229		1
