2	como te llama		13	-1	"Cuentame, ¿Que hay de nuevo?"	0
3	cómo estás		12	-1	¿Cúal es tu actriz favorita?	0
4	qué haces		10	-1	"Cuentame, ¿Que hay de nuevo?"	0
6	qué música te gusta		21	-1	¿Crees que las máquinas son inteligentes?	0
10	si		2	-1	¿Dónde fuiste de vacaciones la última vez?	0
11	gracia		6	-1	Cuentame una historia.	0
3	quién descubrió américa		26	-1	¿Cuál es tu mejor recuerdo de infancia?	0
5	quién inventó el wikileaks		28	-1	"Cuentame, ¿Que hay de nuevo?"	0
6	pregúntame		11	-1	¿Dónde te gustaría ir de vacaciones?	1
12	adiós	adiós	0	0.73090804	Espero haber sido de ayuda.	1
1	con que se juega fútbol	fútbol	17	0.74532151	Me perdí.	0
1	hola hola	hola hola	0	0.76636487	"Hola. Saludos, ¿en qué puedo ayudarte?"	1
7	y peliculas que qué película te gusta	sipeliculas que qué película te gusta	2	0.81385642	"Mi película favorita es ""El Hombre Bicentenario""."	1
7	a España	España	2	0.87438267	¿Cómo?	1
8	en avión	en avión	0	0.90549105	Qué es en avión como en avión.	0
4	quien creó la luz	quien creó la luz	0	0.94928634	"No he escuchado bien, podrias repetir lo que haz dicho."	1
2	quién es Messi	quién es Messi	0	0.95834184	¿Acaso crees que soy una enciclopedia viviente?	1
5	cuéntame algo	cuéntame algo	0	0.98001736	Alex dijo que yo respondí a la pregunta de la misma manera le contesté la primera vez que me pidió.	1
8	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	"Mi actor favorito es Peter Weller en ""Robocop""."	1
9	recomiendame una película	recomiendame una película	0	0.98146969	Mi película favorita es Robocop. La has visto?	1
			1.909090909	0.880496105		0.818181818
