1	Hola	Hola	0	0.90377921	¿Qué tal?	1
2	cómo te llamas	cómo te llamas	0	0.97232646	Nao, ¿y tú?	1
3	Ayda		4	-1	¿Crees que las máquinas pueden pensar?	0
4	cómo estás		12	-1	¿Cuál es tu película favorita?	0
5	qué haces		10	-1	¿Crees que hay vida después de la muerte?	0
6	cuéntame algo	cuéntame algo	0	0.89605272	Allison dijo que que se pone muy molesto porque él sabía lo que decir y no tengo que decirle que hable libremente.	1
7	qué música te gusta	qué música te gusta	0	0.98025548	Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?	1
8	y que películas		16	-1	Cuentame, ¿Que hay de nuevo?	0
9	cuál es tu actor favorito	cuál es tu actor favorito	0	0.88082725	Mi actor favorito es Robin Williams en "El Hombre Bicentenario".	1
10	recomiendame una película	recomiendame una película	0	0.85254973	Mi película favorita es Robocop. La has visto?	1
11	gracias		7	-1	¿Cúal es tu actor favorito?	0
12	adiós		6	-1	¿Cuál es tu color favorito?	0
