1	cuál es tu deporte favorito	cuál es tu deporte favorito	0	0.93554485	Me gustan los deportes personales como el patinaje.	1
2	qué geografía te gusta		24	-1	Cuentame, ¿Que hay de nuevo?	0
3	dime algún invento innovador	dime algún invento innova	3	0.94067383	¿Quieres algo en especial? Repite porfavor	1
4	inteligencia artificial	inteligencia artificial	0	0.98001736	La Inteligencia Artificial es una rama de investigación que engloba varias áreas.	1
5	un robot es inteligente		23	-1	¿Cuál es tu color favorito?	0
6	cuál es tu color favorito	cuál es tu color favorito	0	0.98001736	¿Cuál es tu color favorito?	0
7	cuántos años tienes tú	cuántos años tienes tú	0	0.97779751	Tengo 2 años, ¿y tú?	1
8	qué deporte prácticas	qué deporte prácticas	0	0.97666401	Qué crees?	0
9	cuál país te gusta	cuál país te gusta	0	0.96727705	El primero  uno, creo.	0
10	adiós	adiós	0	0.61338973	Espero verte de nuevo.	1
