1	Hola		4	-1	¿Crees que las máquinas pueden pensar?	0
2	Hola	Hola	0	0.79540646	Saludos, ¿en qué puedo ayudarte?	1
3	cómo te llamas		15	-1	¿Cúal es tu actriz favorita?	0
4	cómo estás	cómo estás	0	0.82485235	Muy bien, ¿en qué puedo ayudarte?	1
5	qué haces		10	-1	¿Crees que hay vida después de la muerte?	0
6	cuéntame algo	cuéntame algo	0	0.98001736	Romeo dijo I preguntas y yo las evadir o darle respuestas que él no pidió que para.	1
7	qué música te gusta	qué música te gusta	0	0.97404742	Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?	1
8	y películas		12	-1	¿Dónde fuiste de vacaciones la última vez?	0
9	cuál es tu actor favorito	cuál es tu actor favorito	0	0.96734017	Mi actor favorito es Jude Law en "AI".	1
10	recomiendame una película	recomiendame una película	0	0.98146969	Mi película favorita es Robocop. La has visto?	1
11	gracias	gracias	0	0.82597095	A la orden.	1
12	adiós		6	-1	¿Crees que hay vida después de la muerte?	0
