1	hola cómo te llamas	hola cómo te llamas	0	0.91503847	Saludos, ¿en qué puedo ayudarte? Nao, ¿y tú?	1
2	Yarlyn cómo estás	cómo estás	7	0.84303612	Muy bien.	1
3	qué haces		10	-1	¿Dónde te gustaría ir de vacaciones?	0
4	qué haces	qué haces	0	0.88050485	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
5	cuéntame algo	cuéntame algo	0	0.98001736	Habib dijo que ellos aprendo en conversaciones y simplemente repetirlos en un momento posterior.	1
6	qué música te gusta	qué música te gusta	0	0.87631947	Me encantan las canciones de Daft Punk.	1
7	y películas		12	-1	¿Cuál es tu color favorito?	0
8	y películas	película	3	0.66842228	Mi película favorita es "AI".	1
9	cuál es tu color favorito	cuál es tu color favorito	0	0.98001736	Los daltónicos no pueden apreciar algunos colores, pero eso no significa que éstos no existan.	0
10	recomiendame una película	recomiendame una película	0	0.98147088	Mi película favorita es Robocop. La has visto?	1
11	claro que sí gracias adios	claro que sí gracias a Dios	2	0.97432876	A la orden.	1
