1	nombres de deportes		19	-1	¿Cuál es tu color favorito?	0
2	conoces el béisbol	conocer Facebook	11	0.49912527	¿Cómo?	0
3	conoces el béisbol	béisbol	11	0.67725283	Repite porfavor	0
4	conoces el béisbol		19	-1	Cuentame una historia.	0
5	donde está ubicado venezuela		29	-1	¿Cúal es tu actriz favorita?	0
6	lima donde está ubicado		24	-1	¿Cuál es tu deporte favorito?	0
7	el béisbol béisbol	face	20	0.85468179	Repite porfavor	0
8	sabes quién es juan pablo segundo	sabes quién es juan pablo segundo	0	0.93831843	Jeje, conozco a alguien con tu mismo nombre.	0
9	donde está lima		16	-1	¿Cuál es tu color favorito?	0
10	el blanco		9	-1	¿Cúal es tu actriz favorita?	0
11	jennifer lópez	jennifer lópez	0	0.79466987	No he escuchado bien, podrias repetir lo que haz dicho.	1
12	Jennifer López	Jennifer López	0	0.95170844	No he escuchado bien, podrias repetir lo que haz dicho.	1
