1	Hola	Hola	0	0.95927358	Buenas.	1
2	cómo te llamas	cómo te llamas	0	0.78419238	Me llamo Nao.	1
3	cómo estás		12	-1	¿Crees que las máquinas pueden pensar?	0
4	qué haces	qué haces	0	0.79824615	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
5	cuéntame algo	cuéntame algo	0	0.98783159	Arthur dijo que él pasó sus niveles una y luego su padre lo llevó aquí en un coche.	1
6	qué música te gusta	qué música te gusta	0	0.90629172	Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?	1
7	y películas		12	-1	¿Cuál es tu mejor recuerdo de infancia?	0
8	cuál es tu actor favorito	cuál es tu actor favorito	0	0.87410033	Mi actor favorito es Jude Law en "AI".	1
9	recomiendame una película	recomiendame una película	0	0.89525026	Mi película favorita es Robocop. La has visto?	1
10	gracias	gracias	0	0.84066373	A la orden.	1
