1	hola	hola	0	0.82190698	Hola, ¿cómo te llamas?	1
2	cómo te llamas	cómo te llamas	0	0.90306896	Me llamo Nao.	1
3	cómo estás	cómo estás	0	0.84093714	Encantado para ayudarte en todo lo que pueda.	1
4	qué haces	qué haces	0	0.78813392	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
5	cuéntame algo	cuéntame algo	0	0.98001736	Neal dijo que planeo usar sus comentarios como el chisme en conversaciones posteriores con quién.	1
6	qué música te gusta	qué música te gusta	0	0.98001736	Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?	1
7	y películas		12	-1	¿Cuál es tu mejor recuerdo de infancia?	0
8	cuál es tu actor favorito		26	-1	¿Crees que las máquinas pueden pensar?	0
9	recomiendame una película	recomiendame una película	0	0.89920324	Mi película favorita es Robocop. La has visto?	1
10	gracias	gracias	0	0.7245611	A la orden.	1
11	adiós	adiós	0	0.77555275	Espero haber sido de ayuda.	1
