1	hola	hola	0	0.93428731	Saludos.	1
2	cómo te llamas		15	-1	¿Cuál es tu deporte favorito?	0
3	como estás		11	-1	¿Dónde fuiste de vacaciones la última vez?	0
4	qué haces	qué haces	0	0.91622472	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
5	cuéntame algo	cuéntame algo	0	0.98001736	Crystal dijo que me escucha lo menos que podía hacer por él es escuchar a él.	1
6	qué música te gusta	qué música te gusta	0	0.90663624	Me encantan las canciones de Daft Punk.	1
7	y películas		12	-1	¿Crees que las máquinas son inteligentes?	0
8	cuál es tu actor favorito	cuál es tu actor favorito	0	0.87246263	Mi actor favorito es Arnold Schwarzenegger en "Terminator".	1
9	recomiendame una película	recomiendame una película	0	0.98146969	Mi película favorita es Robocop. La has visto?	1
10	gracias		7	-1	¿Cuál es tu deporte favorito?	0
11	adiós	adiós	0	0.92963398	Espero verte de nuevo.	1
