1	hola cómo te llamas	hola cómo te llamas	0	0.9170478	Hola. Me llamo Nao.	1
2	cómo estás		12	-1	¿Dónde fuiste de vacaciones la última vez?	0
3	que haces		9	-1	¿Cuál es tu mejor recuerdo de infancia?	0
4	cuéntame algo	cuéntame algo	0	0.98001736	Michael me dijo que que se puede hablar y de hecho creo que los seres humanos que no puedo.	1
5	qué música te gusta	qué música te gusta	0	0.98001736	Me encantan las canciones de Daft Punk.	1
6	y qué películas	en qué película	3	0.62504673	Qué es en qué película como en qué película.	0
7	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	Mi actor favorito es Jude Law en "AI".	1
8	recomiendame una película	recomiendame una película	0	0.98146969	Mi película favorita es Robocop. La has visto?	1
9	gracias	gracias	0	0.96968454	A la orden.	1
10	adiós		6	-1	¿Cuál es tu película favorita?	0
