1	Hola	Hola	0	0.80522853	Hola, ¿cómo te llamas?	1
2	me llamo Bianca cómo te llamas	me llamo Bianca	16	0.97095013	Jeje, conozco a alguien con tu mismo nombre.	1
3	cómo estás		12	-1	¿Crees que las máquinas son inteligentes?	0
4	no qué haces	qué haces	3	0.88357329	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
5	cuéntame algo	cuéntame algo	0	0.87815797	Eddie dijo que veía y no hay nada en el directorio de búsqueda de lo que las cosas que él cree.	1
6	qué música te gusta	qué música te gusta	0	0.90473872	Me encantan las canciones de Daft Punk.	1
7	y películas	ipeliculas	4	0.69023788	¿Cómo?	1
8	cuál es tu actor favorito	favoritos	19	0.72042197	No he escuchado bien, podrias repetir lo que haz dicho.	1
9	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	Mi actor favorito es Robin Williams en "El Hombre Bicentenario".	1
10	recomiendame una película	recomiendame una película	0	0.98155099	Mi película favorita es Robocop. La has visto?	1
11	si		2	-1	¿Cuál es tu deporte favorito?	0
12	natación gracias		17	-1	¿Cúal es tu actriz favorita?	0
13	adiós		6	-1	¿Crees que hay vida después de la muerte?	0
