1	Hola	Hola	0	0.9153654	Saludos, ¿en qué puedo ayudarte?	1
2	cómo te llamas	cómo te llamas	0	0.96085429	Nao.	1
3	cómo estás	cómo estás	0	0.84094071	Encantado para ayudarte en todo lo que pueda.	1
4	qué haces		10	-1	¿Crees que las máquinas son inteligentes?	0
5	cuéntame algo	cuéntame algo	0	0.98001736	Carlos dijo que se dio cuenta de la pregunta que le hizo no era justo, porque no podía decirle que el idioma que se programó en.	1
6	qué música te gusta	qué música te gusta	0	0.92729491	Me encantan las canciones de Daft Punk.	1
7	y películas	ipeliculas	4	0.76914483	No he escuchado bien, podrias repetir lo que haz dicho.	1
8	y películas		12	-1	¿Crees que hay vida después de la muerte?	0
9	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	Mi actor favorito es Jude Law en "AI".	1
10	recomiendame una película	recomiendame una película	0	0.89136893	Mi película favorita es Robocop. La has visto?	1
11	sí sí la vi	sí sí la vi	0	0.89652765	"Mi película favorita es Robocop. La has visto?"? Sí? ¿Y? ¿Que dijiste?	0
12	sí		3	-1	¿Cuál es tu deporte favorito?	0
13	gracias	gracias	0	0.88252419	A la orden.	1
14	adiós	adiós	0	0.86013949	Espero verte de nuevo.	1
