1	te gusta el deporte		19	-1	¿Crees que las máquinas son inteligentes?	0
2	no	no	0	0.78489035	¿Por qué tan negativo?	1
3	ves béisbol		12	-1	¿Cuál es tu color favorito?	0
4	negro y tú	negro YouTube	7	0.9012779	¿Sabías que los esquimales pueden diferenciar hasta 12 tonos distintos de blancos?	1
5	ves béisbol		12	-1	¿Crees que hay vida después de la muerte?	0
6	juegas béisbol		15	-1	¿Cuál es tu color favorito?	0
7	play ball	play ball	0	0.72333306	No he escuchado bien, podrias repetir lo que haz dicho.	1
8	play ball	play bool	2	0.75335872	No he escuchado bien, podrias repetir lo que haz dicho.	1
9	juegas basketball basketball	juega basquetbol basketball	5	0.6482926	¿Que dijiste?	1
10	fútbol	Wolf	6	0.41618392	Lo que dijiste es o muy complejo o muy simple para mi.	1
11	fútbol	fútbol	0	0.83174777	¿Que dijiste?	1
