1	Hola	Hola	0	0.95919615	Hola, ¿qué hay?	1
2	cómo te llamas	cómo te llamas	0	0.97672939	Nao.	1
3	cómo estás		12	-1	¿Cuál es tu mejor recuerdo de infancia?	0
4	que haces		9	-1	¿Cúal es tu actor favorito?	0
5	cuéntame algo		14	-1	¿Crees que hay vida después de la muerte?	0
6	que música te gusta	música te gusta	4	0.98001736	Me encantan las canciones de Daft Punk.	1
7	y películas	película	3	0.58234584	Mi película favorita es "Robocop".	1
8	cuál es tu actor favorito	cuál es tu actor favorito	0	0.970833	Mi actor favorito es Peter Weller en "Robocop".	1
9	recomiendome recomiendame una película	recomiendo recomiendame una película	2	0.96907115	Mi película favorita es Robocop. La has visto?	1
10	gracias		7	-1	¿Crees que hay vida después de la muerte?	0
11	adiós	adiós	0	0.80979294	Espero haber sido de ayuda.	1
